idx,text,created_at,tm_a,tm_h,estimated_followers_count_a,estimated_followers_count_h,g_a,g_h,xg_a,xg_h,estimated_followers_count,favorite_count,retweet_count,favorite_pred,retweet_pred,favorite_diff,retweet_diff,total_diff,total_diff_frac
380,Man City (3.18) 2-0 (0.34) Newcastle,2020-12-26T21:51:43Z,Newcastle,Man City,1641952.5033023974,8974684.243646422,0,2,0.34,3.18,91190,1057,33,1730.4659351339142,56.92611613613609,-673.4659351339142,-23.926116136136088,-497.21892667533103,-0.4561641529131477
355,Barcelona (2.91) 1-0 (1.15) Levante,2020-12-13T21:59:55Z,Levante,Barcelona,,35098917.11556648,0,1,1.15,2.91,84984,410,6,694.2715325161449,11.241272012505279,-284.27153251614493,-5.241272012505279,-190.15828333732406,-0.4571112580224136
130,Juventus (2.84) 2-1 (1.10) Lyon,2020-08-07T21:14:20Z,Lyon,Juventus,1894436.889817339,8576039.388755742,1,2,1.1,2.84,49629,87,9,149.29556065546922,11.032075087561036,-62.29556065546922,-2.0320750875610365,-45.257667243930136,-0.4714340337909389
193,Newcastle (1.07) 1-4 (2.51) Man Utd,2020-10-17T20:58:21Z,Man United,Newcastle,,1628409.5979034516,4,1,2.51,1.07,60786,247,12,400.0510194450583,20.894600483905442,-153.05101944505827,-8.894600483905442,-127.03030817250031,-0.49046451031853405
341,Leicester (1.82) 2-0 (0.24) AEK Athens,2020-12-10T22:03:19Z,AEK Athens,Leicester,,1764836.9155096586,0,2,0.24,1.82,83450,280,1,494.65053169156675,3.5729271884301115,-214.65053169156675,-2.5729271884301115,-137.96596052492413,-0.4909820659249969
303,Barcelona (3.82) 4-0 (1.95) Osasuna,2020-11-29T15:31:24Z,Osasuna,Barcelona,,35037685.31322118,0,4,1.95,3.82,77034,436,5,727.6223278867442,16.06981984932869,-291.6223278867442,-11.069819849328692,-218.1838525643292,-0.4947479649984789
314,Atletico (1.60) 1-1 (1.09) Bayern,2020-12-01T22:02:21Z,Bayern Munich,Atletico,,887029.0434481249,1,1,1.09,1.6,79335,398,11,711.7841083590267,15.181965799649312,-313.78410835902673,-4.181965799649312,-203.3916767719255,-0.4972901632565415
429,John Stones (0.74) 2-0 (0.05) C Palace,2021-01-17T21:06:11Z,C Palace,John Stones,1041600.014322683,,0,2,0.05,0.74,102626,1674,88,2936.9502812214255,120.99823489295817,-1262.9502812214255,-32.998234892958166,-884.2515266555414,-0.501845361325506
107,Leicester (2.91) 2-0 (0.97) Sheffield Utd,2020-07-16T20:31:01Z,Sheffield Utd,Leicester,388437.81001930917,1731481.5879636155,0,2,0.97,2.91,45794,18,1,31.553523092831334,1.3816421343265484,-13.553523092831334,-0.38164213432654837,-9.601159696392102,-0.5053241945469528
405,Newcastle (0.76) 1-2 (1.00) Leicester,2021-01-03T16:11:02Z,Leicester,Newcastle,1770223.0020366672,1643493.1581131264,2,1,1,0.76,96420,523,5,938.7267682339527,10.423043852257715,-415.7267682339527,-5.423043852257715,-268.99266826811095,-0.5094558111138465
220,Wolves (0.74) 1-1 (0.33) Newcastle,2020-10-25T18:21:02Z,Newcastle,Wolves,1629963.0536327288,749350.8239558267,1,1,0.33,0.74,64761,209,9,383.1690562863161,11.164151135779884,-174.1690562863161,-2.1641511357798837,-112.25696981242349,-0.5149402284973554
248,Blackburn (0.13) 0-0 (2.37) Middlesbrough,2020-11-03T21:42:33Z,Middlesbrough,Blackburn,,,0,0,2.37,0.13,67969,369,14,636.6386720148535,24.153709690178164,-267.63867201485346,-10.153709690178164,-200.21678381315343,-0.5227592266661969
362,Leeds (2.97) 5-2 (1.80) Newcastle,2020-12-16T19:54:04Z,Newcastle,Leeds,1640024.6495164176,672230.5202050107,2,5,1.8,2.97,86448,595,10,1106.3489896558513,14.140393199347722,-511.34898965585126,-4.140393199347722,-320.5947290951965,-0.5299086431325561
321,Man City (3.36) 2-0 (0.29) Fulham,2020-12-05T17:01:49Z,Fulham,Man City,567291.2581335498,8954286.103834324,0,2,0.29,3.36,80451,683,17,1193.062200018528,34.06889777321963,-510.0622000185281,-17.068897773219632,-372.30803702480785,-0.5318686243211541
407,Huesca (0.47) 0-1 (3.52) Barcelona,2021-01-03T21:50:04Z,Barcelona,Huesca,35190565.05018129,,1,0,3.52,0.47,96838,1078,34,1739.8314950858517,85.68217991497092,-661.8314950858517,-51.68217991497092,-602.9709604948121,-0.5422400723874209
105,Sassuolo (1.85) 3-3 (2.64) Juventus,2020-07-15T22:05:01Z,Juventus,Sassuolo,8547479.415724637,,3,3,2.64,1.85,45654,53,1,96.57313203917116,2.021894510182406,-43.573132039171156,-1.0218945101824062,-30.03441477404244,-0.5561928661859711
269,Valencia (2.58) 4-1 (1.26) Real Madrid,2020-11-08T22:03:18Z,Real Madrid,Valencia,35643990.88112808,1257668.25514252,1,4,1.26,2.58,71037,585,28,1047.5559395493613,45.0407293048952,-462.55593954936126,-17.0407293048952,-343.9705897763689,-0.5611265738603082
106,Everton (0.87) 1-1 (1.31) Aston Villa,2020-07-16T20:29:41Z,Aston Villa,Everton,1482781.4486145398,2307437.923006196,1,1,1.31,0.87,45724,12,1,21.83942712158336,1.3986415263385776,-9.839427121583359,-0.39864152633857763,-7.463645249087641,-0.5741265576221262
332,Barcelona (0.90) 0-3 (2.43) Juventus,2020-12-08T21:57:30Z,Juventus,Barcelona,8727186.898418829,35077060.88509191,3,0,2.43,0.9,82334,529,16,992.104121531744,26.69503900090379,-463.104121531744,-10.69503900090379,-318.5386226615743,-0.5844745369937143
239,Liverpool (1.58) 2-1 (0.35) West Ham,2020-10-31T19:25:12Z,West Ham,Liverpool,1752013.403884485,16184159.690125288,1,2,0.35,1.58,66923,230,5,430.06110173060995,10.064307999815556,-200.06110173060995,-5.064307999815556,-139.41119428869115,-0.5932391246327283
195,Sheffield Utd (2.18) 1-1 (1.79) Fulham,2020-10-18T12:57:45Z,Fulham,Sheffield Utd,564110.9036662879,392978.8365622669,1,1,1.79,2.18,60926,216,11,402.9038417280962,17.091392757831695,-186.9038417280962,-6.091392757831695,-135.76358071271642,-0.5980774480736406
117,Watford (0.37) 0-4 (3.25) Man City,2020-07-21T18:54:25Z,Man City,Watford,8820054.840047503,715843.6636166264,4,0,3.25,0.37,47049,57,3,95.8816511958524,6.218301821482855,-38.8816511958524,-3.2183018214828554,-36.16262530074354,-0.6027104216790591
144,RB Leipzig (1.27) 0-3 (3.32) PSG,2020-08-18T20:54:49Z,PSG,RB Leipzig,8421881.78551802,206297.82226278906,3,0,3.32,1.27,51373,232,18,390.56421190282975,32.00603791012306,-158.56421190282975,-14.006037910123062,-151.0533659303993,-0.6042134637215972
65,Inter Milan (3.82) 6-0 (0.31) Brescia,2020-07-01T21:13:36Z,Brescia,Inter Milan,,2214894.365123469,0,6,0.31,3.82,41540,18,0,28.362582647283514,1.1732609587228926,-10.362582647283514,-1.1732609587228926,-10.918686965472169,-0.6065937203040094
283,Burnley (1.72) 1-0 (1.26) Crystal Palace,2020-11-23T19:24:12Z,Crystal Palace,Burnley,,535342.341223555,0,1,1.26,1.72,74175,313,4,609.0499506637838,8.211430477774005,-296.04995066378376,-4.211430477774005,-192.97554745177015,-0.6087556701948585
166,Wolves (0.83) 1-3 (2.12) Man City,2020-09-21T21:09:41Z,Man City,Wolves,8881053.157540105,746270.4182164713,3,1,2.12,0.83,55487,213,11,367.19483878632633,22.403468664851754,-154.19483878632633,-11.403468664851754,-137.8935286647613,-0.6155961101105415
83,Barcelona (1.04) 1-0 (0.90) Espanyol,2020-07-08T22:36:57Z,Espanyol,Barcelona,,34401547.3555804,0,1,0.9,1.04,43423,23,3,41.66554742608476,4.218960332567761,-18.665547426084757,-1.218960332567761,-16.03691263534972,-0.6168043321288353
251,Man City (1.66) 3-0 (0.43) Olympiakos,2020-11-03T21:54:30Z,Olympiakos,Man City,,8923113.559773836,0,3,0.43,1.66,68178,202,10,424.76248558274955,10.158557025246035,-222.76248558274955,-0.15855702524603466,-132.9850993776859,-0.627288204611726
41,Torino (2.87) 1-1 (0.29) Parma,2020-06-20T20:28:40Z,Parma,Torino,,,1,1,0.29,2.87,39309,22,1,34.59406251413215,2.735065499496639,-12.594062514132148,-1.7350654994966388,-14.524799451729164,-0.6315130196403984
286,Man Utd (3.55) 4-1 (1.52) Besaksehir,2020-11-24T21:55:36Z,Besaksehir,Man United,,,1,4,1.52,3.55,74733,411,8,770.4059947832793,20.66270848940538,-359.4059947832793,-12.662708489405379,-264.91927105666093,-0.6322655633810523
363,Leicester (0.93) 0-2 (1.82) Everton,2020-12-16T19:54:43Z,Everton,Leicester,2347666.3280738806,1766184.9770038703,2,0,1.82,0.93,86518,350,6,710.7139445082066,9.00278543661911,-360.7139445082066,-3.00278543661911,-226.485954290565,-0.6361965008161938
70,Wolves (1.05) 0-2 (1.24) Arsenal,2020-07-04T19:20:57Z,Arsenal,Wolves,16552123.587922636,739063.4327859243,2,0,1.24,1.05,42377,13,2,25.544780867364086,2.599019130288108,-12.544780867364086,-0.599019130288108,-9.884223286716407,-0.6589482191144271
90,Sheffield Utd (2.20) 3-0 (1.31) Chelsea,2020-07-11T18:43:56Z,Chelsea,Sheffield Utd,15587377.019020386,388194.7781429122,0,3,1.31,2.2,44329,62,3,94.03873759082724,8.887930187025468,-32.03873759082724,-5.887930187025468,-42.93352605316545,-0.6605157854333147
55,Dortmund (0.18) 0-4 (3.66) Hoffenheim,2020-06-27T15:26:00Z,Hoffenheim,Dortmund,,3606378.379077699,4,0,3.66,0.18,40564,44,3,70.64653034779899,6.826537096071294,-26.646530347798986,-3.826537096071294,-31.362705810337435,-0.6672916129859029
122,C Palace (1.32) 1-1 (0.38) Tottenham,2020-07-26T16:59:54Z,Tottenham,C Palace,5391296.530032325,1019133.8816560658,1,1,0.38,1.32,48025,26,1,46.34486438551423,2.5057506535244074,-20.344864385514228,-1.5057506535244074,-18.19868576185805,-0.6740253985873352
46,Villarreal (1.10) 2-2 (1.49) Sevilla,2020-06-22T19:44:23Z,Sevilla,Villarreal,946781.4282303016,,2,2,1.49,1.1,39657,14,1,24.815101103335923,1.9424009501631447,-10.815101103335923,-0.9424009501631447,-10.250446479292794,-0.6833630986195196
87,Aston Villa (0.41) 0-3 (2.43) Man Utd,2020-07-09T21:15:44Z,Man United,Aston Villa,,1481523.407040213,3,0,2.43,0.41,43772,43,3,78.6501993262332,5.722525712158398,-35.650199326233206,-2.722525712158398,-32.23045143377061,-0.7006619876906655
360,Juventus (3.03) 1-1 (1.18) Atalanta,2020-12-16T19:42:29Z,Atalanta,Juventus,390312.70272526325,8736927.065399392,1,1,1.18,3.03,86309,351,15,718.0465935609261,25.12422798878131,-367.0465935609261,-10.12422798878131,-259.1546081429751,-0.7080726998441943
68,Derby (1.71) 1-1 (0.44) Notts Forest,2020-07-04T13:33:16Z,Notts Forest,Derby,,,1,1,0.44,1.71,42168,13,2,26.177194324059805,2.6901642772403296,-13.177194324059805,-0.6901642772403296,-10.629900387613006,-0.7086600258408671
391,Southampton (0.67) 0-0 (1.33) West Ham,2020-12-29T20:00:57Z,West Ham,Southampton,1765597.7837270112,1304472.486836425,0,0,1.33,0.67,93282,413,14,819.8136907345458,29.942438870038217,-406.81369073454584,-15.942438870038217,-306.3964981059411,-0.7175562016532578
12,Tottenham (1.63) 2-3 (2.62) Wolves ⭐️,2020-03-01T16:12:23Z,Wolves,Tottenham,727514.1342649299,5285764.640550187,3,2,2.62,1.63,31638,11,0,14.101270813989414,1.533950907992386,-3.101270813989414,-1.533950907992386,-8.068864478227123,-0.7335331343842839
131,Bayern (3.26) 4-1 (1.14) Chelsea,2020-08-08T20:54:22Z,Chelsea,Bayern Munich,15639923.105512153,,1,4,1.14,3.26,49699,160,10,289.68487610417935,21.903668895651176,-129.68487610417935,-11.903668895651176,-125.36269623964701,-0.7374276249391001
76,C Palace (1.36) 2-3 (2.24) Chelsea,2020-07-07T19:01:20Z,Chelsea,C Palace,15579855.968151154,1016664.8255898374,3,2,2.24,1.36,42865,30,3,46.76521819774471,6.547717813172055,-16.76521819774471,-3.5477178131720546,-24.360544550576655,-0.738198319714444
396,Elche (1.06) 1-1 (1.69) Real Madrid,2020-12-30T22:22:52Z,Real Madrid,Elche,35846958.74228243,,1,1,1.69,1.06,94049,401,10,839.0023054215494,22.048109128453167,-438.0023054215494,-12.048109128453167,-309.1180381493042,-0.7521120149618107
369,Barcelona (2.70) 2-2 (2.18) Valencia,2020-12-19T17:21:45Z,Valencia,Barcelona,1264199.9854950348,35125126.6404003,2,2,2.18,2.7,87843,472,10,1032.6142082155807,17.775531072720536,-560.6142082155807,-7.775531072720536,-364.6181221971564,-0.7564691331891212
345,Newcastle (1.14) 2-1 (0.77) West Brom,2020-12-12T17:14:43Z,West Brom,Newcastle,1061562.7710953879,1639252.8731680245,1,2,0.77,1.14,83798,293,3,681.3952370290722,4.703158833398375,-388.3952370290722,-1.7031588333983754,-237.65591750455056,-0.8028916131910492
354,Leicester (1.82) 3-0 (0.94) Brighton,2020-12-13T21:09:22Z,Brighton,Leicester,369405.7265573824,1765511.0749213395,0,3,0.94,1.82,84844,286,5,668.6593701195554,6.6273423849411754,-382.65937011955543,-1.6273423849411754,-233.94053773471023,-0.8039193736587981
184,Bayern (4.02) 4-3 (1.35) Hertha Berlin,2020-10-04T19:19:03Z,Hertha Berlin,Bayern Munich,,,3,4,1.35,4.02,58346,266,14,501.2778256923869,35.52658466032929,-235.2778256923869,-21.52658466032929,-227.154811711808,-0.8112671846850286
200,Lazio (1.64) 3-1 (1.98) Dortmund,2020-10-20T20:53:45Z,Dortmund,Lazio,3662935.1139122946,,1,3,1.98,1.64,61902,212,10,460.8838769497514,18.861205152090218,-248.88387694975142,-8.861205152090218,-183.8283283278295,-0.828055533008241
191,Man City (1.46) 1-0 (0.92) Arsenal,2020-10-17T18:23:38Z,Arsenal,Man City,16763243.322483078,8906508.769454643,0,1,0.92,1.46,60577,302,30,603.6721745709594,54.09689070922025,-301.67217457095944,-24.096890709220247,-277.03225823877193,-0.8344345127673853
203,Leipzig (1.27) 2-0 (1.23) Basaksehir,2020-10-20T21:11:56Z,Basaksehir,RB Leipzig,,208234.35623802405,0,2,1.23,1.27,62111,259,12,533.1118725427868,27.84282405087175,-274.11187254278684,-15.842824050871751,-227.1550095482118,-0.838210367336575
66,Sheffield Utd (1.38) 3-1 (1.10) Tottenham,2020-07-02T19:55:57Z,Tottenham,Sheffield Utd,5374208.3839401305,387756.936910373,1,3,1.1,1.38,41610,10,1,19.371547061986938,1.9248791241548155,-9.371547061986938,-0.9248791241548155,-9.321719544119647,-0.8474290494654224
20,LASK (0.49) 0-5 (3.14) Man Utd,2020-03-12T20:23:55Z,Man United,LASK,,,5,0,3.14,0.49,32963,15,0,29.646866206658977,1.0050605114734803,-14.646866206658977,-1.0050605114734803,-12.781208994952333,-0.8520805996634889
207,Man City (1.70) 3-1 (0.33) Porto,2020-10-21T20:57:39Z,Porto,Man City,,8910418.562781438,1,3,0.33,1.7,62669,131,4,300.02717022133504,8.207524308827486,-169.02717022133504,-4.207524308827486,-117.49642084506407,-0.8703438581115857
114,Barnsley (2.95) 1-0 (0.88) Notts Forest,2020-07-19T16:04:01Z,Notts Forest,Barnsley,,,0,1,0.88,2.95,46421,22,1,46.66258504229455,2.3829926894717213,-24.662585042294552,-1.3829926894717213,-20.26552700081595,-0.8811098696006935
312,Liverpool (2.58) 1-0 (1.64) Ajax,2020-12-01T21:55:06Z,Ajax,Liverpool,1387929.86964512,16242460.843473203,0,1,1.64,2.58,79196,485,12,1139.4414942047677,25.042103754595548,-654.4414942047677,-13.042103754595548,-441.73761936069457,-0.8888080872448583
124,Newcastle (0.55) 1-3 (0.64) Liverpool,2020-07-26T17:01:29Z,Liverpool,Newcastle,16000361.247575324,1612204.1714012912,3,1,0.64,0.55,48165,27,5,68.09525297958723,6.429771253744545,-41.09525297958723,-1.429771253744545,-30.2179282188756,-0.9443102568398625
109,Barcelona (1.21) 1-2 (0.75) Osasuna,2020-07-16T21:54:57Z,Osasuna,Barcelona,,34437196.63701704,2,1,0.75,1.21,45933,38,4,86.43997087946443,6.830480930184152,-48.439970879464425,-2.8304809301841516,-40.26695619320681,-0.9587370522192098
13,⭐️ Liverpool (1.92) 2-1 (1.63) B’mouth,2020-03-07T18:27:54Z,Bmouth,Liverpool,,15729360.81344342,1,2,1.63,1.92,32266,7,0,14.194839273079822,0.6048558425650059,-7.194839273079822,-0.6048558425650059,-6.729555189587242,-0.9613650270838917
424,Fulham (0.84) 0-1 (1.44) Chelsea,2021-01-16T19:26:08Z,Chelsea,Fulham,15938701.676187716,570059.5135460438,1,0,1.44,0.84,101790,695,22,1697.6833311579312,45.578300892720314,-1002.6833311579312,-23.578300892720314,-691.3926781217413,-0.964285464604939
190,Inter Milan (2.85) 1-2 (2.18) AC Milan,2020-10-17T17:58:26Z,AC Milan,Inter Milan,7559911.785011588,2246503.86368315,2,1,2.18,2.85,60508,163,10,403.8523351635281,18.96125232625886,-240.8523351635281,-8.961252326258862,-179.46294928509872,-1.0373580883531717
153,West Brom (0.21) 0-3 (3.23) Leicester,2020-09-13T14:54:18Z,Leicester,West Brom,1744945.7002537579,1047954.367759196,3,0,3.23,0.21,54162,262,16,544.821689802562,47.41328851076426,-282.821689802562,-31.41328851076426,-295.5311412805727,-1.0630616592826356
158,Bayern (4.32) 8-0 (0.16) Schalke,2020-09-18T21:26:08Z,Schalke,Bayern Munich,735507.4818833041,,0,8,0.16,4.32,54650,455,26,986.9327454494227,78.7727415788337,-531.9327454494227,-52.7727415788337,-530.2257702683144,-1.1023404787283042
62,Arsenal (1.76) 4-0 (0.27) Norwich,2020-07-01T18:55:32Z,Norwich,Arsenal,699761.1036904601,16546052.013375416,0,4,0.27,1.76,41331,12,1,28.34502343134936,2.1442654188201336,-16.34502343134936,-1.1442654188201336,-14.355114601105116,-1.1042395847003936
25,Cologne (2.27) 2-2 (0.45) Düsseldorf,2020-05-24T18:16:16Z,Dsseldorf,Cologne,,,2,2,0.45,2.27,37356,13,0,29.07512578912236,1.2605896075879794,-16.07512578912236,-1.2605896075879794,-14.666939155654074,-1.1282260888964672
294,Braga (1.93) 3-3 (2.58) Leicester,2020-11-26T19:57:38Z,Leicester,Braga,1761687.4271085782,,3,3,2.58,1.93,75640,258,0,736.8965470634954,3.2886401068469047,-478.8965470634954,-3.2886401068469047,-297.8576485483538,-1.1544870098773403
406,Chelsea (1.04) 1-3 (3.29) Man City,2021-01-03T18:23:05Z,Man City,Chelsea,8982442.779129213,15914784.871372676,3,1,3.29,1.04,96560,1499,49,4103.52457698489,110.41193125559394,-2604.52457698489,-61.41193125559394,-1796.603995117735,-1.1605968960708881
297,C Palace (0.62) 0-2 (1.45) Newcastle,2020-11-27T22:00:48Z,Newcastle,C Palace,1636355.4699606935,1035103.0878833747,2,0,1.45,0.62,76128,167,8,531.6197274299998,9.807410926667583,-364.6197274299998,-1.8074109266675826,-223.95423459110674,-1.2797384833777528
334,Ajax (0.74) 0-1 (0.92) Atalanta,2020-12-09T19:51:47Z,Atalanta,Ajax,389915.0330318672,1389378.6486091304,1,0,0.92,0.74,82892,223,3,662.7048472415844,10.885304205410732,-439.7048472415844,-7.885304205410732,-293.23236466476465,-1.2974883392246224
287,Dynamo Kyiv (0.37) 0-4 (3.11) Barcelona,2020-11-24T21:56:07Z,Barcelona,Dynamo Kyiv,35015790.86297144,,4,0,3.11,0.37,74803,222,6,653.0163573387298,19.94743632537742,-431.0163573387298,-13.94743632537742,-312.6772523789138,-1.3713914578022535
272,England (2.73) 4-0 (0.08) Iceland,2020-11-18T21:39:30Z,Iceland,England,,,0,4,0.08,2.73,72571,293,6,866.8454295815873,27.333961445628525,-573.8454295815873,-21.333961445628525,-427.5133869932203,-1.4298106588402018
78,Lecce (2.34) 2-1 (1.98) Lazio,2020-07-07T20:38:52Z,Lazio,Lecce,,,1,2,1.98,2.34,43005,13,1,37.30250135085951,3.4333987326847906,-24.302501350859508,-2.4333987326847906,-24.315281747141515,-1.7368058390815369
1,Newcastle (1.04) 1-0 (2.11) Chelsea ⭐️,2020-01-18T19:26:33Z,Chelsea,Newcastle,15254863.806349915,1574479.6031616481,0,1,2.11,1.04,26548,5,2,17.39568799657258,3.644406557737728,-12.39568799657258,-1.644406557737728,-14.038955138774428,-2.0055650198249184
172,Atletico (3.73) 6-1 (1.72) Granada,2020-09-27T16:24:06Z,Granada,Atletico,,878836.0596852779,1,6,1.72,3.73,56533,110,4,637.8426282675481,20.333633245628235,-527.8426282675481,-16.333633245628235,-379.8867602495999,-3.332340002189473
