idx,text,created_at,tm_a,tm_h,estimated_followers_count_a,estimated_followers_count_h,g_a,g_h,xg_a,xg_h,estimated_followers_count,favorite_count,retweet_count,favorite_pred,retweet_pred,favorite_diff,retweet_diff,total_diff,total_diff_frac
423,Leeds (0.21) 0-1 (1.18) Brighton,2021-01-16T16:51:27Z,Brighton,Leeds,370909.71968941053,675791.8791664406,1,0,1.18,0.21,101580,1299,43,888.6356665911986,23.29735411473371,410.3643334088014,19.70264588526629,323.7688732650865,0.2412584748622105
427,Liverpool (1.56) 0-0 (1.23) Man Utd,2021-01-17T18:22:27Z,Man United,Liverpool,,16330455.915341143,0,0,1.23,1.56,102347,3084,145,2246.1610932119384,77.7948402064366,837.8389067880616,67.2051597935634,770.5445816433421,0.23863257406111554
305,Chelsea (0.96) 0-0 (0.17) Spurs,2020-11-29T18:26:28Z,Tottenham,Chelsea,5480135.172470758,15850214.099043347,0,0,0.17,0.96,77243,4411,195,3029.463657635535,127.20695594348967,1381.5363423644649,67.79304405651033,1095.9373742819544,0.2379369027967769
315,Sevilla (1.55) 0-4 (2.45) Chelsea,2020-12-02T21:53:01Z,Chelsea,Sevilla,15855759.040300619,966989.9734775608,4,0,2.45,1.55,79614,3045,62,1770.0226372588713,67.42133168799688,1274.9773627411287,-5.421331687996883,735.4487921110798,0.23670704606085607
112,Arsenal (1.29) 2-0 (1.44) Man City,2020-07-18T20:42:03Z,Man City,Arsenal,8817092.60492112,16580428.204936469,0,2,1.44,1.29,46282,226,30,149.5027478731603,26.39535041946729,76.4972521268397,3.6046495805327083,60.07798356465612,0.23467962329943798
56,Celta Vigo (2.01) 2-2 (2.09) Barcelona,2020-06-27T17:22:45Z,Barcelona,Celta Vigo,34352469.187680334,,2,2,2.09,2.01,40634,41,2,25.23772666823031,1.8503246482936473,15.762273331769691,0.1496753517063527,9.971790722369295,0.23190210982254175
342,Leeds (1.81) 1-2 (2.28) West Ham,2020-12-11T22:09:00Z,West Ham,Leeds,1761464.5019347947,671654.3389727129,2,1,2.28,1.81,83589,1318,17,847.9683381849826,9.66254493705465,470.0316618150174,7.3374550629453505,309.0255341695864,0.2314798008760947
22,Dortmund (1.59) 4-0 (0.40) Schalke,2020-05-16T15:57:07Z,Schalke,Dortmund,721937.0690055966,3585500.4790510824,0,4,0.4,1.59,36798,25,1,15.139436284585067,1.0208561367130025,9.860563715414933,-0.02085613671300246,5.773429531755687,0.22205498199060333
335,Midtjylland (2.92) 1-1 (1.35) Liverpool,2020-12-09T19:52:50Z,Liverpool,Midtjylland,16257472.363168525,,1,1,1.35,2.92,82962,2455,58,1705.9987802034789,31.51833657241299,749.0012197965211,26.48166342758701,552.4670269585705,0.2198436239389457
375,West Brom (0.02) 0-3 (2.86) Aston Villa,2020-12-20T21:17:00Z,Aston Villa,West Brom,1510722.301882146,1062763.974049511,3,0,2.86,0.02,88610,6088,195,4052.4801410494983,153.8317935800638,2035.5198589505017,41.16820641993621,1376.3917911951075,0.21906601801609224
300,Man City (1.93) 5-0 (0.46) Burnley,2020-11-28T16:52:15Z,Burnley,Man City,535752.4710172764,8947476.38991253,0,5,0.46,1.93,76616,1202,23,804.7214833736912,17.347126025163284,397.27851662630883,5.652873974836716,258.96559969111706,0.21140048954376903
245,Tottenham (2.03) 2-1 (0.40) Brighton,2020-11-01T21:12:01Z,Brighton,Tottenham,367539.35583962494,5460518.159268758,1,2,0.4,2.03,67620,582,27,410.8626682507502,20.98731693303938,171.13733174924982,6.012683066960619,126.07732802615799,0.20702352713654842
97,Granada (1.32) 1-2 (0.47) Real Madrid,2020-07-13T21:56:45Z,Real Madrid,Granada,35179066.48693773,,2,1,0.47,1.32,44957,170,23,159.4155076921131,14.753573107682287,10.584492307886904,8.246426892317713,39.76103840397434,0.20601574302577377
43,Newcastle (2.11) 3-0 (0.70) Sheffield Utd,2020-06-21T15:00:27Z,Sheffield Utd,Newcastle,387221.1252975957,1605321.5216912962,0,3,0.7,2.11,39448,23,2,20.521654415166903,1.102914333632575,2.4783455848330966,0.8970856663674249,5.1137050376735775,0.2045482015069431
192,Real Madrid (1.20) 0-1 (2.03) Cadiz,2020-10-17T18:29:09Z,Cadiz,Real Madrid,,35557771.09576858,1,0,2.03,1.2,60647,665,53,564.5440029585966,32.53156295698182,100.4559970414034,20.468437043018177,142.76308373386567,0.19883437845942295
419,Spurs (3.27) 1-1 (0.99) Fulham,2021-01-13T22:06:55Z,Fulham,Tottenham,569862.2269806801,5511516.2373808455,1,1,0.99,3.27,100325,3797,145,2659.0540542537124,119.72799029338202,1137.9459457462876,25.27200970661798,778.6260647497569,0.19752056437081605
370,Everton (0.74) 2-1 (1.53) Arsenal,2020-12-19T19:24:41Z,Arsenal,Everton,16888648.42253869,2348448.2319517047,1,2,1.53,0.74,87982,3101,138,2284.340016150693,100.99392122114172,816.6599838493071,37.00607877885828,635.381985448161,0.19616609615565328
206,Ajax (1.67) 0-1 (1.19) Liverpool,2020-10-21T20:55:07Z,Liverpool,Ajax,16165308.012567874,1380481.0136305124,1,0,1.19,1.67,62600,601,32,421.8593038981064,28.352587513146933,179.14069610189358,3.6474124868530673,121.23125358596474,0.191518568066295
54,Aston Villa (0.67) 0-1 (0.58) Wolves,2020-06-27T13:30:20Z,Wolves,Aston Villa,738421.446683569,1479364.275350713,1,0,0.58,0.67,40494,29,4,21.84466069647458,3.502814687099291,7.15533930352542,0.4971853129007089,6.2690457169166365,0.18997108233080717
276,Man Utd (2.47) 1-0 (0.50) West Brom,2020-11-21T21:53:30Z,West Brom,Man United,1058403.1271807633,,0,1,0.5,2.47,73478,1681,77,1239.918560131583,60.436014330988826,441.08143986841696,16.563985669011174,329.2776137186342,0.18730239688204448
254,Chelsea (3.08) 3-0 (0.73) Rennes,2020-11-04T21:55:50Z,Rennes,Chelsea,,15803930.597507278,0,3,0.73,3.08,68597,738,33,541.9255895804716,26.28111061495607,196.07441041952836,6.71888938504393,143.75880243673794,0.18645759070912832
163,Southampton (2.58) 2-5 (2.31) Spurs,2020-09-20T13:41:31Z,Tottenham,Southampton,5430959.782251479,1288923.9874714278,5,2,2.31,2.58,55208,1573,136,1155.9710829992919,118.78927729623295,417.02891700070813,17.210722703767047,317.6133468135003,0.18584748204417806
235,Arsenal (3.48) 3-0 (0.09) Dundalk,2020-10-29T22:15:41Z,Dundalk,Arsenal,,16787202.234170362,0,3,0.09,3.48,66365,892,29,639.2405514894987,24.35066629850873,252.75944851050133,4.649333701491269,169.03447058908165,0.18353362713255336
346,Man Utd (0.68) 0-0 (1.43) Man City,2020-12-12T19:21:06Z,Man City,Man United,8961090.642918346,,0,0,1.43,0.68,83938,1411,39,978.3134721664608,36.98801400351576,432.68652783353923,2.011985996484242,265.2225905538612,0.18291213141645601
205,Bayern (3.08) 4-0 (0.41) Atletico Madrid,2020-10-21T20:52:30Z,Atletico Madrid,Bayern Munich,,,0,4,0.41,3.08,62530,535,39,457.1345569118518,24.691171055462952,77.8654430881482,14.308828944537048,104.33989074043437,0.18177681313664523
333,Chelsea (2.58) 1-1 (0.33) Krasnodar,2020-12-08T21:57:51Z,Krasnodar,Chelsea,,15866843.109490916,1,1,0.33,2.58,82404,2324,29,1595.0217615838296,30.83729887666028,728.9782384161704,-1.837298876660281,425.62271122012,0.18088513014029747
397,Everton (0.45) 0-1 (1.47) West Ham,2021-01-01T19:24:02Z,West Ham,Everton,1766285.7236649522,2351833.4781526485,1,0,1.47,0.45,94886,1626,56,1225.561429707075,40.15962381312503,400.4385702929251,15.84037618687497,302.1948072016597,0.17966397574414966
247,Shakhtar (0.50) 0-6 (2.41) Monchengladbach,2020-11-03T19:52:10Z,Monchengladbach,Shakhtar,,,6,0,2.41,0.5,67830,638,16,466.22235834119516,12.353388490052614,171.77764165880484,3.6466115099473857,116.8536675190399,0.17867533259792034
415,Sheffield Utd (2.21) 1-0 (1.34) Newcastle,2021-01-12T19:55:12Z,Newcastle,Sheffield Utd,1645224.6702612576,397087.90633661137,0,1,1.34,2.21,99976,1504,30,1079.3508640840791,24.768495996023788,424.64913591592085,5.231504003976212,273.51590452570355,0.17830241494504795
318,LASK (0.98) 3-3 (2.17) Tottenham,2020-12-03T20:09:34Z,Tottenham,LASK,5482931.873429773,,3,3,2.17,0.98,80103,1364,24,1003.1413955517371,16.078551721818584,360.8586044482629,7.9214482781814155,246.53712091787028,0.17762040411950308
135,Shakhtar (1.70) 4-1 (2.08) Basel,2020-08-11T20:55:53Z,Basel,Shakhtar,,,1,4,2.08,1.7,50187,318,36,315.79473839746817,21.341741760215083,2.2052616025318343,14.658258239784917,60.80911033121741,0.17177714782829778
3,⭐️ Chelsea (1.70) 2-1 (0.27) Spurs,2020-02-22T15:04:08Z,Tottenham,Chelsea,5279960.88953778,15321943.749630615,1,2,0.27,1.7,30453,22,2,20.723112154938065,1.2010885921405503,1.2768878450619354,0.7989114078594497,4.001431344385655,0.16672630601606897
320,Burnley (0.93) 1-1 (2.29) Everton,2020-12-05T14:24:59Z,Everton,Burnley,2344797.116445869,536326.125835091,1,1,2.29,0.93,80381,1152,18,878.0531042144218,11.474857985496557,273.94689578557825,6.525142014503443,189.23582054587072,0.16174001756057327
188,Chelsea (1.92) 3-3 (1.91) Southampton,2020-10-17T15:58:37Z,Southampton,Chelsea,1293140.5065987282,15770522.368629806,3,3,1.91,1.92,60368,2023,103,1614.744803005386,79.83074086288465,408.2551969946139,23.169259137115347,336.5870972258901,0.15831942484754943
143,Inter (1.60) 5-0 (0.79) Shakhtar,2020-08-17T21:29:34Z,Shakhtar,Inter Milan,,2228705.4488942376,0,5,0.79,1.6,51163,206,19,191.39821501931593,12.715750129265029,14.601784980684073,6.284249870734971,34.18305629274344,0.15192469463441527
182,Arsenal (0.61) 2-1 (0.29) Sheffield Utd,2020-10-04T14:58:50Z,Sheffield Utd,Arsenal,392305.8447886686,16737249.13219311,1,2,0.29,0.61,58067,966,46,734.5186700793639,42.38638380542442,231.48132992063609,3.6136161945755774,152.1892457427528,0.15038463018058576
293,Molde (1.22) 0-3 (2.60) Arsenal,2020-11-26T19:46:56Z,Arsenal,Molde,16842973.82380291,,3,0,2.6,1.22,75570,730,13,581.3877589784697,7.755773039389382,148.61224102153028,5.244226960610618,109.57612076368488,0.147477955267409
30,Union Berlin (2.87) 1-1 (0.14) Schalke,2020-06-07T19:24:12Z,Schalke,Union Berlin,724343.8972487658,,1,1,0.14,2.87,38193,51,4,41.38996942751013,3.41986651391995,9.610030572489869,0.58013348608005,8.064052117481188,0.14661912940874886
389,West Brom (0.70) 0-5 (1.34) Leeds,2020-12-29T19:50:46Z,Leeds,West Brom,673726.2852999654,1064113.7065861542,5,0,1.34,0.7,93143,2183,65,1722.482417526494,51.245578588702955,460.5175824735061,13.754421411297045,329.4202444807321,0.14653925466224738
421,Arsenal (0.62) 0-0 (0.77) C Palace,2021-01-14T21:51:06Z,C Palace,Arsenal,1041218.9643687122,16940132.28671687,0,0,0.77,0.62,100813,2711,104,2201.164472404098,79.51941264922955,509.835527595902,24.48058735077045,402.25798237451744,0.14289803991989963
100,Atalanta (1.83) 6-2 (0.80) Brescia,2020-07-14T21:38:57Z,Brescia,Atalanta,,381410.1163670646,2,6,0.8,1.83,45236,129,14,106.6333952832795,12.355241529632782,22.366604716720502,1.6447584703672185,19.964029633903223,0.1396085988384841
274,Aston Villa (2.35) 1-2 (1.41) Brighton,2020-11-21T16:58:20Z,Brighton,Aston Villa,368429.2829434647,1505600.2965193577,2,1,1.41,2.35,73060,608,24,481.84657065642057,21.42226622289772,126.15342934357943,2.5777337771022815,85.41001303628923,0.13514242569033105
373,Spurs (0.89) 0-2 (1.57) Leicester,2020-12-20T16:11:54Z,Leicester,Tottenham,1767083.1133329598,5494801.972244906,2,0,1.57,0.89,88261,1325,40,1089.3131819081743,29.488369573022574,235.68681809182567,10.511630426977426,182.68725695367195,0.13383681828107835
212,Aston Villa (1.45) 0-3 (2.23) Leeds,2020-10-23T20:58:05Z,Leeds,Aston Villa,665981.3833474953,1500460.8066704932,3,0,2.23,1.45,63576,589,22,429.24380462996237,25.30176154284732,159.75619537003763,-3.30176154284732,81.50784455804087,0.1334007275909016
260,Everton (0.38) 1-3 (2.26) Man Utd,2020-11-07T14:28:11Z,Man United,Everton,,2337477.7764856745,3,1,2.26,0.38,69573,1879,59,1473.5803942791158,55.10192811977067,405.4196057208842,3.898071880229331,256.67928432560365,0.13244545114840228
96,Man Utd (1.40) 2-2 (1.83) Southampton,2020-07-13T21:11:14Z,Southampton,Man United,1278085.2410186932,,2,2,1.83,1.4,44887,166,26,163.56047965204348,20.237717788249277,2.439520347956517,5.762282211750723,24.83884076363946,0.1293689623106222
145,Lyon (1.88) 0-3 (2.71) Bayern,2020-08-19T20:51:04Z,Bayern Munich,Lyon,,1897189.7663818845,3,0,2.71,1.88,51582,278,29,255.17792214610336,22.66009205166309,22.822077853896644,6.339907948336911,39.29259034337871,0.12798889362664076
340,Tottenham (3.25) 2-0 (0.05) Antwerp,2020-12-10T22:02:11Z,Antwerp,Tottenham,,5487822.670593861,0,2,0.05,3.25,83380,1530,19,1199.5157722589154,18.734991230867134,330.4842277410846,0.26500876913286575,197.41386568046832,0.12744600754065094
285,Rennes (1.26) 1-2 (2.19) Chelsea,2020-11-24T19:50:41Z,Chelsea,Rennes,15840968.217081157,,2,1,2.19,1.26,74594,832,20,679.9637168944935,15.82458830296952,152.03628310550653,4.17541169703048,107.27191605632416,0.12590600476094385
311,Shakhtar (1.47) 2-0 (1.46) Real Madrid,2020-12-01T19:51:16Z,Real Madrid,Shakhtar,35733907.315772384,,0,2,1.46,1.47,78917,1409,26,1093.3331770176208,27.690524342716966,315.66682298237924,-1.6905243427169658,180.67330070416483,0.1259047391666654
177,PSG (2.15) 6-1 (1.14) Angers,2020-10-02T20:52:45Z,Angers,PSG,,8467727.969564581,1,6,1.14,2.15,57230,463,22,394.3178302576116,17.215818122834147,68.6821697423884,4.784181877165853,60.22291333692543,0.12417095533386686
330,Brighton (2.06) 1-2 (1.46) Southampton,2020-12-07T21:51:44Z,Southampton,Brighton,1301067.7598640802,369139.6799066972,2,1,1.46,2.06,81916,1566,28,1245.5460758436686,26.208917252794347,320.45392415633137,1.7910827472056532,197.649388275455,0.12399585211760038
48,Man Utd (2.59) 3-0 (0.10) Sheffield Utd,2020-06-24T19:21:49Z,Sheffield Utd,Man United,387367.32923910813,,0,3,0.1,2.59,39797,63,1,45.48855804282252,1.6474781360747426,17.51144195717748,-0.6474781360747426,7.77525212381043,0.12148831443453798
94,Tottenham (1.26) 2-1 (0.75) Arsenal,2020-07-12T17:24:07Z,Arsenal,Tottenham,16568303.575742818,5381335.03921796,1,2,0.75,1.26,44608,70,9,69.53205420071001,6.711190874857671,0.4679457992899927,2.288809125142329,9.568452757821683,0.12111965516229979
204,Real Madrid (1.15) 2-3 (1.59) Shakhtar,2020-10-21T18:47:20Z,Shakhtar,Real Madrid,,35573462.96374149,3,2,1.59,1.15,62321,661,35,550.6426939994078,30.838908125284313,110.35730600059219,4.161091874715687,82.45262639405227,0.11846641723283373
142,Sevilla (1.37) 2-1 (2.69) Man Utd,2020-08-16T20:56:07Z,Man United,Sevilla,,953648.1336903678,1,2,2.69,1.37,51024,605,100,481.42150608730384,97.91026341042686,123.57849391269616,2.0897365895731355,81.89944584303443,0.11616942672770841
344,Dortmund (0.90) 1-5 (3.26) Stuttgart,2020-12-12T16:34:13Z,Stuttgart,Dortmund,,3688708.490012907,5,1,3.26,0.9,83729,3675,77,2945.6235698539685,81.41048273521938,729.3764301460315,-4.410482735219375,415.4145256086696,0.11071815714516779
202,Chelsea (0.43) 0-0 (0.28) Sevilla,2020-10-20T21:07:29Z,Sevilla,Chelsea,961700.1215859806,15776095.319755623,0,0,0.28,0.43,62042,1583,99,1282.5107231061288,98.07708181759536,300.4892768938712,0.9229181824046435,182.26459688077455,0.10836182929891472
147,PSG (1.05) 0-1 (1.26) Bayern,2020-08-23T20:55:26Z,Bayern Munich,PSG,,8426988.123091113,1,0,1.26,1.05,51861,312,42,284.79802596712256,36.578530713673054,27.201974032877445,5.421469286326946,38.166641332190245,0.1078153709948877
281,Liverpool (3.88) 3-0 (1.21) Leicester,2020-11-22T21:08:10Z,Leicester,Liverpool,1760786.5385673807,16225556.282941535,0,3,1.21,3.88,74036,1337,59,1149.562299264228,49.81086058006978,187.43770073577207,9.189139419930221,148.6547307789732,0.10648619683307536
414,Osasuna (0.70) 0-0 (0.36) Real Madrid,2021-01-09T21:57:19Z,Real Madrid,Osasuna,35885859.41432821,,0,0,0.36,0.7,99279,2003,165,2112.0226336061646,92.56976018314052,-109.02263360616462,72.43023981685948,229.23031245860983,0.10573353895692335
128,Wolves (2.32) 1-0 (1.46) Olympiakos,2020-08-06T21:12:17Z,Olympiakos,Wolves,,742082.4579536936,0,1,1.46,2.32,49490,96,8,96.32439330046756,5.248341327912063,-0.32439330046756254,2.7516586720879372,10.976471493543018,0.10554299513022133
